mort,category,geography,year,sex,deaths,population,crude_rate_per_100000,age_standardised_rate_per_100000,rate_ratio,premature_deaths,premature_deaths_percent,premature_deaths_asr_per_100000,potential_years_of_life_lost,pyll_rate_per_1000,potentially_avoidable_deaths,pad_percent,pad_asr_per_100000,median_age
SA312403,Statistical Area Level 3 (SA3),Penrith,2021,Persons,840,"160,415",523.6,557.4,1.1,344,41,212.8,"5,469",35.9,153,44.5,94.8,78.5
SA312404,Statistical Area Level 3 (SA3),Richmond - Windsor,2017,Persons,271,"37,680",719.2,616.3,1.16,70,25.8,184,"1,046",29.6,48,68.6,126.3,84.3
SA312404,Statistical Area Level 3 (SA3),Richmond - Windsor,2018,Persons,279,"37,842",737.3,610,1.2,102,36.6,257.2,"1,379",39,47,46.1,118.1,81.8
SA312404,Statistical Area Level 3 (SA3),Richmond - Windsor,2019,Persons,260,"37,929",685.5,566.6,1.07,95,36.5,241.1,"1,431",40.5,51,53.7,134.6,80.7
SA312404,Statistical Area Level 3 (SA3),Richmond - Windsor,2020,Persons,271,"38,136",710.6,549.9,1.12,80,29.5,193.9,"1,214",34.3,37,46.3,90.4,83.5
SA312404,Statistical Area Level 3 (SA3),Richmond - Windsor,2021,Persons,334,"38,257",873,656.7,1.29,114,34.1,270.3,"1,687",47.7,49,43,119.4,81.5
SA312405,Statistical Area Level 3 (SA3),St Marys,2017,Persons,290,"56,059",517.3,652.8,1.23,128,44.1,236.1,"2,340",43.4,73,57,134,78
SA312405,Statistical Area Level 3 (SA3),St Marys,2018,Persons,284,"56,473",502.9,606.8,1.19,135,47.5,237.1,"2,268",41.8,65,48.1,115.4,75.8
SA312405,Statistical Area Level 3 (SA3),St Marys,2019,Persons,328,"56,812",577.3,684.8,1.29,156,47.6,268,"2,573",47.2,74,47.4,128.4,75.8
SA312405,Statistical Area Level 3 (SA3),St Marys,2020,Persons,319,"57,064",559,645.9,1.31,150,47,253.2,"2,607",47.7,74,49.3,126.8,77.1
SA312405,Statistical Area Level 3 (SA3),St Marys,2021,Persons,349,"57,135",610.8,692.3,1.37,168,48.1,283.3,"3,064",56,73,43.5,125.1,75.7
SA312501,Statistical Area Level 3 (SA3),Auburn,2017,Persons,306,"97,560",313.7,441.2,0.83,108,35.3,139.4,"2,043",21.7,60,55.6,77.2,80.5
SA312501,Statistical Area Level 3 (SA3),Auburn,2018,Persons,322,"100,662",319.9,433.8,0.85,131,40.7,156.3,"2,667",27.4,76,58,87.8,79.9
SA312501,Statistical Area Level 3 (SA3),Auburn,2019,Persons,367,"103,879",353.3,487.6,0.92,147,40.1,173.7,"2,915",29.1,73,49.7,85.5,79.7
SA312501,Statistical Area Level 3 (SA3),Auburn,2020,Persons,323,"105,058",307.4,412.5,0.84,144,44.6,165.4,"2,913",28.8,67,46.5,72.5,77.6
SA312501,Statistical Area Level 3 (SA3),Auburn,2021,Persons,377,"104,411",361.1,470.1,0.93,161,42.7,178,"3,042",30.2,72,44.7,78.8,78
SA312502,Statistical Area Level 3 (SA3),Carlingford,2017,Persons,289,"70,902",407.6,345.4,0.65,108,37.4,148.5,"1,830",27.6,51,47.2,70.7,80.7
SA312502,Statistical Area Level 3 (SA3),Carlingford,2018,Persons,328,"72,558",452.1,382.5,0.75,124,37.8,162.8,"2,019",29.8,51,41.1,68.7,80.1
SA312502,Statistical Area Level 3 (SA3),Carlingford,2019,Persons,352,"73,994",475.7,399.6,0.75,131,37.2,171.5,"2,208",31.9,71,54.2,94.5,81
SA312502,Statistical Area Level 3 (SA3),Carlingford,2020,Persons,339,"74,594",454.5,378.1,0.77,125,36.9,160.1,"2,307",33.1,59,47.2,77.7,80.6
SA312502,Statistical Area Level 3 (SA3),Carlingford,2021,Persons,395,"74,319",531.5,433.9,0.86,136,34.4,172.8,"2,420",34.9,63,46.3,80.6,82
SA312503,Statistical Area Level 3 (SA3),Merrylands - Guildford,2017,Persons,855,"160,837",531.6,521.7,0.98,296,34.6,201.6,"5,070",33.3,152,51.4,103.1,81
SA312503,Statistical Area Level 3 (SA3),Merrylands - Guildford,2018,Persons,878,"163,215",538,525.4,1.03,320,36.4,212.4,"5,585",36.2,144,45,95.6,80.7
SA312503,Statistical Area Level 3 (SA3),Merrylands - Guildford,2019,Persons,937,"165,339",566.7,553.5,1.04,345,36.8,224.6,"6,145",39.3,166,48.1,107.7,80.4
SA312503,Statistical Area Level 3 (SA3),Merrylands - Guildford,2020,Persons,899,"165,975",541.7,513.7,1.05,329,36.6,207.8,"6,037",38.5,154,46.8,98.8,81
SA312503,Statistical Area Level 3 (SA3),Merrylands - Guildford,2021,Persons,934,"164,754",566.9,532.7,1.05,329,35.2,208.6,"5,194",33.4,140,42.6,88.7,81.1
SA312504,Statistical Area Level 3 (SA3),Parramatta,2017,Persons,753,"150,833",499.2,491.5,0.93,224,29.7,171.7,"3,632",25.4,102,45.5,76.6,83.1
SA312504,Statistical Area Level 3 (SA3),Parramatta,2018,Persons,832,"153,938",540.5,552.4,1.08,296,35.6,224.2,"5,081",34.8,134,45.3,100.9,81.4
SA312504,Statistical Area Level 3 (SA3),Parramatta,2019,Persons,807,"156,387",516,524,0.99,262,32.5,193.3,"4,948",33.4,115,43.9,83,82.7
SA312504,Statistical Area Level 3 (SA3),Parramatta,2020,Persons,724,"156,538",462.5,475.1,0.97,232,32,169.2,"4,353",29.3,109,47,79.5,82.2
SA312504,Statistical Area Level 3 (SA3),Parramatta,2021,Persons,826,"153,188",539.2,543.6,1.07,252,30.5,192.8,"4,045",27.9,115,45.6,87.3,82.8
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2017,Persons,228,"50,490",451.6,333.5,0.63,57,25,109.2,959,20.4,30,52.6,58.8,85.8
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2018,Persons,243,"52,682",461.3,354.6,0.7,62,25.5,110,"1,071",21.8,32,51.6,59.4,83.9
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2019,Persons,242,"54,306",445.6,347.1,0.65,61,25.2,104.6,"1,074",21.2,35,57.4,59.9,83.3
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2020,Persons,208,"55,070",377.7,288,0.59,53,25.5,87.6,748,14.6,29,54.7,48.3,84
SA312601,Statistical Area Level 3 (SA3),Pennant Hills - Epping,2021,Persons,220,"55,025",399.8,301.5,0.59,53,24.1,88.6,849,16.6,20,37.7,33.6,85.3
SA312602,Statistical Area Level 3 (SA3),Ryde - Hunters Hill,2017,Persons,887,"143,143",619.7,434.7,0.82,192,21.6,135.6,"3,197",24.1,99,51.6,69.9,86.4
SA312602,Statistical Area Level 3 (SA3),Ryde - Hunters Hill,2018,Persons,877,"145,250",603.8,429.8,0.84,213,24.3,146,"2,970",22,103,48.4,70.6,86
SA312602,Statistical Area Level 3 (SA3),Ryde - Hunters Hill,2019,Persons,879,"148,425",592.2,417.3,0.79,200,22.8,132.6,"3,325",24.1,89,44.5,60.7,86.7
SA312602,Statistical Area Level 3 (SA3),Ryde - Hunters Hill,2020,Persons,849,"149,368",568.4,400.5,0.81,191,22.5,121.8,"2,957",21.3,90,47.1,58.3,86
SA312602,Statistical Area Level 3 (SA3),Ryde - Hunters Hill,2021,Persons,912,"147,897",616.6,427.2,0.84,214,23.5,137.1,"3,383",24.7,87,40.7,55.8,86.2
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2017,Persons,377,"113,904",331.2,482.5,0.91,177,46.9,180,"3,750",34.1,74,41.8,73.9,75.8
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2018,Persons,378,"120,537",313.8,466.2,0.91,173,45.8,169.6,"3,201",27.5,88,50.9,87.5,76.6
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2019,Persons,438,"128,185",341.9,496.4,0.93,222,50.7,199.5,"4,484",36.2,105,47.3,94.3,74.5
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2020,Persons,400,"135,518",295.3,426.7,0.87,191,47.7,165.4,"3,309",25.3,86,45,74.7,76
SA312701,Statistical Area Level 3 (SA3),Bringelly - Green Valley,2021,Persons,479,"143,679",333.4,465.6,0.92,231,48.2,180.7,"4,123",29.7,104,45,81.4,75.8
SA312702,Statistical Area Level 3 (SA3),Fairfield,2017,Persons,"1,025","195,357",524.7,476.3,0.9,349,34,171.7,"5,717",31.1,175,50.1,86.2,80.7
SA312702,Statistical Area Level 3 (SA3),Fairfield,2018,Persons,"1,061","197,402",537.5,473.3,0.93,398,37.5,191.1,"6,551",35.3,193,48.5,94.3,80.9
SA312702,Statistical Area Level 3 (SA3),Fairfield,2019,Persons,"1,180","198,660",594,507.6,0.95,404,34.2,186.3,"6,586",35.4,201,49.8,94.1,81.2
SA312702,Statistical Area Level 3 (SA3),Fairfield,2020,Persons,"1,084","198,095",547.2,452.1,0.92,361,33.3,165.6,"6,326",34.1,150,41.6,71.2,81.5
SA312702,Statistical Area Level 3 (SA3),Fairfield,2021,Persons,"1,217","195,689",621.9,485.4,0.96,390,32,173.2,"6,174",33.9,165,42.3,74.5,81.8
SA312703,Statistical Area Level 3 (SA3),Liverpool,2017,Persons,604,"125,293",482.1,550.6,1.04,227,37.6,200.9,"4,067",34,105,46.3,92,80.1
SA312703,Statistical Area Level 3 (SA3),Liverpool,2018,Persons,630,"128,915",488.7,551,1.08,247,39.2,211.4,"4,461",36.3,112,45.3,94.1,79.6
SA312703,Statistical Area Level 3 (SA3),Liverpool,2019,Persons,594,"132,380",448.7,496.1,0.93,233,39.2,193.6,"3,802",30.1,118,50.6,98.3,80
SA312703,Statistical Area Level 3 (SA3),Liverpool,2020,Persons,663,"135,063",490.9,531.4,1.08,243,36.7,193.3,"4,072",31.7,109,44.9,87.1,80.1
SA312703,Statistical Area Level 3 (SA3),Liverpool,2021,Persons,653,"136,784",477.4,501.6,0.99,226,34.6,178.2,"3,812",29.3,88,38.9,69.5,82.3
SA312801,Statistical Area Level 3 (SA3),Cronulla - Miranda - Caringbah,2017,Persons,806,"115,087",700.3,427.2,0.81,207,25.7,161.8,"3,385",32.3,95,45.9,76.8,85.4
SA312801,Statistical Area Level 3 (SA3),Cronulla - Miranda - Caringbah,2018,Persons,852,"115,695",736.4,435.6,0.85,195,22.9,147.9,"2,969",28.2,83,42.6,66.7,85.9
SA312801,Statistical Area Level 3 (SA3),Cronulla - Miranda - Caringbah,2019,Persons,875,"116,470",751.3,443.1,0.83,213,24.3,160.2,"3,159",29.8,85,39.9,66,85.7
SA312801,Statistical Area Level 3 (SA3),Cronulla - Miranda - Caringbah,2020,Persons,847,"117,346",721.8,420.9,0.86,197,23.3,145.5,"2,928",27.5,87,44.2,68.4,85.9
SA312801,Statistical Area Level 3 (SA3),Cronulla - Miranda - Caringbah,2021,Persons,875,"118,194",740.3,412.5,0.81,180,20.6,128.9,"2,615",24.5,76,42.2,55.8,86.5
SA312802,Statistical Area Level 3 (SA3),Sutherland - Menai - Heathcote,2017,Persons,751,"111,585",673,526.8,0.99,203,27,160.8,"2,983",28.6,107,52.7,84.7,84.9
SA312802,Statistical Area Level 3 (SA3),Sutherland - Menai - Heathcote,2018,Persons,699,"111,668",626,479.6,0.94,201,28.8,157.1,"2,906",27.9,93,46.3,75.4,84.7
SA312802,Statistical Area Level 3 (SA3),Sutherland - Menai - Heathcote,2019,Persons,722,"111,777",645.9,486.7,0.92,208,28.8,162.5,"2,945",28.3,94,45.2,75.4,84.7
SA312802,Statistical Area Level 3 (SA3),Sutherland - Menai - Heathcote,2020,Persons,690,"111,959",616.3,460.1,0.94,204,29.6,160.3,"3,107",29.9,92,45.1,74.2,83.1
SA312802,Statistical Area Level 3 (SA3),Sutherland - Menai - Heathcote,2021,Persons,775,"112,107",691.3,487.3,0.96,219,28.3,162.4,"2,678",25.9,108,49.3,81.4,84.4
SA320101,Statistical Area Level 3 (SA3),Ballarat,2017,Persons,832,"107,678",772.7,586.2,1.11,278,33.4,241.6,"4,678",46.9,154,52.6,137.9,81.7
SA320101,Statistical Area Level 3 (SA3),Ballarat,2018,Persons,817,"109,736",744.5,554.4,1.09,271,33.2,221.9,"3,979",39.2,132,46.8,112.2,81.5
SA320101,Statistical Area Level 3 (SA3),Ballarat,2019,Persons,933,"111,957",833.4,618,1.16,310,33.2,254,"5,170",50,150,52.8,122.9,81.7
SA320101,Statistical Area Level 3 (SA3),Ballarat,2020,Persons,838,"113,844",736.1,537.8,1.09,302,36,236.6,"4,632",44.1,150,49.7,119.9,80.7
SA320101,Statistical Area Level 3 (SA3),Ballarat,2021,Persons,937,"115,915",808.4,566,1.12,327,34.9,242.2,"4,829",45.3,155,47.4,115.4,81.6
SA320102,Statistical Area Level 3 (SA3),Creswick - Daylesford - Ballan,2017,Persons,199,"29,107",683.7,470.7,0.89,74,37.2,177.3,988,36.7,40,51.3,106.3,81.2
SA320102,Statistical Area Level 3 (SA3),Creswick - Daylesford - Ballan,2018,Persons,211,"29,541",714.3,493.5,0.97,75,35.5,187.1,"1,099",40.3,42,53.8,109.2,82.2
SA320102,Statistical Area Level 3 (SA3),Creswick - Daylesford - Ballan,2019,Persons,259,"29,975",864.1,584.3,1.1,93,35.9,212.5,"1,185",43,49,57,105.1,80
SA320102,Statistical Area Level 3 (SA3),Creswick - Daylesford - Ballan,2020,Persons,272,"30,422",894.1,591.6,1.2,97,35.7,217,"1,287",46.1,53,54.6,130.2,80.8
SA320102,Statistical Area Level 3 (SA3),Creswick - Daylesford - Ballan,2021,Persons,232,"30,776",753.8,489.3,0.96,87,37.5,189.7,"1,101",39.2,34,39.1,84.4,79.3
SA320103,Statistical Area Level 3 (SA3),Maryborough - Pyrenees,2017,Persons,238,"25,840",921.1,562.9,1.06,88,37,246.3,"1,478",63.4,54,59.3,162.9,79.4
SA320103,Statistical Area Level 3 (SA3),Maryborough - Pyrenees,2018,Persons,282,"26,045",1082.7,615.7,1.21,105,37.2,256.5,"1,327",56.7,64,57.1,170.6,78.8
SA320103,Statistical Area Level 3 (SA3),Maryborough - Pyrenees,2019,Persons,291,"26,271",1107.7,624.4,1.17,106,36.4,257.2,"1,199",51,38,39.6,89.8,80.8
SA320103,Statistical Area Level 3 (SA3),Maryborough - Pyrenees,2020,Persons,314,"26,350",1191.7,652.2,1.33,119,37.9,276.1,"1,304",55.5,69,58,172.4,79.6
SA320103,Statistical Area Level 3 (SA3),Maryborough - Pyrenees,2021,Persons,273,"26,575",1027.3,573.4,1.13,101,37,256.6,"1,315",55.7,51,50.5,136.4,78.9
SA320201,Statistical Area Level 3 (SA3),Bendigo,2017,Persons,828,"97,452",849.6,598.1,1.13,265,32,251.1,"4,318",48.2,141,51.6,137.8,83.1
SA320201,Statistical Area Level 3 (SA3),Bendigo,2018,Persons,797,"98,921",805.7,564.6,1.11,264,33.1,243.4,"4,157",45.7,140,52.2,133.9,82.3
SA320201,Statistical Area Level 3 (SA3),Bendigo,2019,Persons,834,"100,585",829.1,570.5,1.07,255,30.6,228.8,"4,148",44.9,108,44.4,100.9,82.8
SA320201,Statistical Area Level 3 (SA3),Bendigo,2020,Persons,768,"101,850",754.1,517,1.05,244,31.8,210.9,"3,467",37.2,119,48.8,105.7,81.4
SA320201,Statistical Area Level 3 (SA3),Bendigo,2021,Persons,917,"102,899",891.2,590.2,1.16,302,32.9,255,"4,847",51.6,151,50,132.3,82.4
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2017,Persons,449,"48,894",918.3,594.6,1.12,133,29.6,188.3,"1,584",35.3,67,47.2,106.6,83
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2018,Persons,393,"49,716",790.5,497.7,0.98,122,31,168,"1,536",33.8,54,42.9,79.9,82.7
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2019,Persons,435,"50,467",861.9,558,1.05,153,35.2,226.7,"2,319",50.4,71,50.7,117.5,81.5
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2020,Persons,420,"51,305",818.6,513.6,1.05,135,32.1,195.9,"2,087",44.9,73,54.1,112,82.5
SA320202,Statistical Area Level 3 (SA3),Heathcote - Castlemaine - Kyneton,2021,Persons,431,"52,161",826.3,494.4,0.97,133,30.9,177.2,"1,830",38.9,64,48.1,90.5,82.5
SA320203,Statistical Area Level 3 (SA3),Loddon - Elmore,2017,Persons,104,"11,613",895.5,553,1.04,34,32.7,225.3,528,50.2,18,51.4,,81.3
SA320203,Statistical Area Level 3 (SA3),Loddon - Elmore,2018,Persons,101,"11,740",860.3,527.1,1.03,37,36.6,248.3,606,57.1,21,53.8,167.8,81.5
SA320203,Statistical Area Level 3 (SA3),Loddon - Elmore,2019,Persons,135,"11,861",1138.2,699.6,1.32,56,41.5,349.2,841,78.5,28,52.8,173,78.8
SA320203,Statistical Area Level 3 (SA3),Loddon - Elmore,2020,Persons,118,"11,968",986,565.4,1.15,48,40.7,263.8,639,59.3,33,68.8,198.1,79.3
SA320203,Statistical Area Level 3 (SA3),Loddon - Elmore,2021,Persons,110,"12,136",906.4,558.4,1.1,40,36.4,261.2,759,69.6,19,47.5,,80
SA320301,Statistical Area Level 3 (SA3),Barwon - West,2017,Persons,112,"19,875",563.5,588.6,1.11,37,33,162.2,616,32.5,21,48.8,94.6,82
SA320301,Statistical Area Level 3 (SA3),Barwon - West,2018,Persons,115,"20,428",563,574.5,1.13,43,37.4,185.4,825,42.5,23,47.9,105.6,80.8
SA320301,Statistical Area Level 3 (SA3),Barwon - West,2019,Persons,135,"21,035",641.8,662.2,1.25,55,40.7,244.5,"1,126",56.3,24,54.5,114.7,80.5
SA320301,Statistical Area Level 3 (SA3),Barwon - West,2020,Persons,105,"21,697",483.9,479.8,0.98,49,46.7,205.1,"1,057",51.4,18,36.7,,76.5
SA320301,Statistical Area Level 3 (SA3),Barwon - West,2021,Persons,125,"22,380",558.5,547.4,1.08,47,37.6,178,746,35.2,22,46.8,87,81.3
SA320302,Statistical Area Level 3 (SA3),Geelong,2017,Persons,"1,611","197,601",815.3,569.8,1.07,485,30.1,225.8,"7,664",42.1,271,52.3,128.2,83.7
SA320302,Statistical Area Level 3 (SA3),Geelong,2018,Persons,"1,464","201,935",725,511.2,1,451,30.8,204.1,"6,895",37,238,50,109.3,83.2
SA320302,Statistical Area Level 3 (SA3),Geelong,2019,Persons,"1,754","206,136",850.9,616.3,1.16,591,33.7,265.6,"9,443",49.7,255,47.8,117.6,82.1
SA320302,Statistical Area Level 3 (SA3),Geelong,2020,Persons,"1,621","209,346",774.3,547.3,1.11,477,29.4,209.1,"7,426",38.5,252,52.8,112.5,83.6
SA320302,Statistical Area Level 3 (SA3),Geelong,2021,Persons,"1,702","211,913",803.2,561.3,1.11,532,31.3,226.9,"8,255",42.4,257,48.3,111.8,83.3
SA320303,Statistical Area Level 3 (SA3),Surf Coast - Bellarine Peninsula,2017,Persons,475,"77,199",615.3,400.3,0.76,143,30.1,142.4,"2,242",31.7,70,46.4,78.9,83.5
SA320303,Statistical Area Level 3 (SA3),Surf Coast - Bellarine Peninsula,2018,Persons,529,"80,648",655.9,426,0.83,145,27.4,143.3,"2,211",30,74,47.7,79.5,84.9
SA320303,Statistical Area Level 3 (SA3),Surf Coast - Bellarine Peninsula,2019,Persons,613,"84,619",724.4,470.4,0.88,175,28.5,164.6,"2,747",35.6,75,47.8,73.4,83.8
SA320303,Statistical Area Level 3 (SA3),Surf Coast - Bellarine Peninsula,2020,Persons,620,"88,688",699.1,443.8,0.9,172,27.7,144.3,"2,460",30.5,80,46.5,74.6,84
SA320303,Statistical Area Level 3 (SA3),Surf Coast - Bellarine Peninsula,2021,Persons,603,"93,126",647.5,399,0.79,139,23.1,110.7,"1,955",23.2,60,43.2,50.6,84.6
SA320401,Statistical Area Level 3 (SA3),Upper Goulburn Valley,2017,Persons,495,"55,495",892,564.2,1.06,157,31.7,207.8,"2,049",40.6,91,54.5,131.1,82.1
SA320401,Statistical Area Level 3 (SA3),Upper Goulburn Valley,2018,Persons,487,"56,547",861.2,541.5,1.06,170,34.9,225.1,"2,527",49.2,85,48.9,120.7,81.3
SA320401,Statistical Area Level 3 (SA3),Upper Goulburn Valley,2019,Persons,509,"57,598",883.7,538.7,1.01,171,33.6,212.5,"2,214",42.4,78,49.7,95,81.2
SA320401,Statistical Area Level 3 (SA3),Upper Goulburn Valley,2020,Persons,494,"58,590",843.1,507,1.03,163,33,201.2,"2,184",41.3,79,48.5,104.5,82.2
SA320401,Statistical Area Level 3 (SA3),Upper Goulburn Valley,2021,Persons,523,"59,669",876.5,519,1.02,194,37.1,230.9,"2,698",50.3,104,53.6,131.7,81.2
SA320402,Statistical Area Level 3 (SA3),Wangaratta - Benalla,2017,Persons,479,"46,980",1019.6,568.8,1.07,152,31.7,248.9,"2,377",56.5,71,45.2,136.3,82.7
SA320402,Statistical Area Level 3 (SA3),Wangaratta - Benalla,2018,Persons,472,"47,430",995.2,552.9,1.08,149,31.6,240.6,"2,320",54.7,83,53.2,142.1,83.1
SA320402,Statistical Area Level 3 (SA3),Wangaratta - Benalla,2019,Persons,489,"47,700",1025.2,573.1,1.08,156,31.9,255.1,"2,366",55.6,70,48.6,121.3,82.5
SA320402,Statistical Area Level 3 (SA3),Wangaratta - Benalla,2020,Persons,479,"47,917",999.6,537.6,1.09,140,29.2,216.5,"1,976",46.4,63,45,95.6,83.2
SA320402,Statistical Area Level 3 (SA3),Wangaratta - Benalla,2021,Persons,468,"48,261",969.7,498.2,0.98,128,27.4,187.9,"1,708",40,53,41.4,86,83.6
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2017,Persons,516,"72,492",711.8,525,0.99,192,37.2,219.6,"3,175",47.3,101,51.3,119.6,80.2
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2018,Persons,579,"73,505",787.7,563.8,1.11,176,30.4,195.6,"2,635",38.8,99,53.2,118.6,82.9
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2019,Persons,659,"74,364",886.2,634.3,1.19,242,36.7,270.6,"3,798",55.4,118,52,132,81.1
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2020,Persons,552,"75,301",733.1,503.1,1.02,190,34.4,194.1,"2,552",36.9,101,53.2,101,80.7
SA320403,Statistical Area Level 3 (SA3),Wodonga - Alpine,2021,Persons,625,"76,199",820.2,561.6,1.11,209,33.4,219.7,"3,282",47,85,40.7,95.3,81.4
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2017,Persons,368,"51,008",721.5,499,0.94,111,30.2,169.7,"1,542",32.9,58,46.8,97.4,83
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2018,Persons,388,"52,545",738.4,508.3,1,115,29.6,173.7,"1,605",33.3,60,50.8,94.3,82.1
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2019,Persons,407,"54,120",752,525.9,0.99,138,33.9,212.7,"2,337",47.1,56,45.9,90.1,81.1
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2020,Persons,434,"55,795",777.8,514.3,1.05,138,31.8,183.5,"1,789",35.1,68,49.3,96,81.9
SA320501,Statistical Area Level 3 (SA3),Baw Baw,2021,Persons,453,"57,722",784.8,527.3,1.04,152,33.6,217.1,"2,208",42,70,46.1,109.2,81.3
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2017,Persons,486,"46,286",1050,565.6,1.07,174,35.8,250.4,"2,299",56,99,53.8,159.4,80.4
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2018,Persons,494,"46,934",1052.5,538.1,1.05,151,30.6,197.2,"1,673",40.3,77,49.4,117.5,81.1
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2019,Persons,534,"47,504",1124.1,624.1,1.17,203,38,312,"2,945",70.4,83,44.1,135.1,80.3
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2020,Persons,578,"47,898",1206.7,628.6,1.28,198,34.3,276.5,"2,598",61.8,93,47,145.1,80.6
SA320502,Statistical Area Level 3 (SA3),Gippsland - East,2021,Persons,549,"48,564",1130.5,570.1,1.12,181,33,240.7,"2,211",52.2,86,47.5,129.5,81.1
SA320503,Statistical Area Level 3 (SA3),Gippsland - South West,2017,Persons,640,"64,218",996.6,548.9,1.04,197,30.8,205.6,"2,521",43.8,99,48.5,102.2,81.7
SA320503,Statistical Area Level 3 (SA3),Gippsland - South West,2018,Persons,624,"65,772",948.7,526.1,1.03,225,36.1,227.5,"2,774",47.1,124,52.5,129.1,81.8
SA320503,Statistical Area Level 3 (SA3),Gippsland - South West,2019,Persons,664,"67,430",984.7,558.7,1.05,217,32.7,233.5,"3,225",53.5,107,53.8,124.7,81.1
SA320503,Statistical Area Level 3 (SA3),Gippsland - South West,2020,Persons,682,"69,261",984.7,531,1.08,217,31.8,204.6,"2,952",47.8,104,47.9,105.8,82.5
SA320503,Statistical Area Level 3 (SA3),Gippsland - South West,2021,Persons,677,"71,194",950.9,508.6,1,218,32.2,198.1,"2,698",42.7,96,44,96.4,82.4
SA320504,Statistical Area Level 3 (SA3),Latrobe Valley,2017,Persons,708,"74,897",945.3,665.1,1.25,246,34.7,275.5,"3,794",55.1,135,50.6,156.5,80.7
SA320504,Statistical Area Level 3 (SA3),Latrobe Valley,2018,Persons,663,"75,361",879.8,615.3,1.21,237,35.7,264.3,"3,782",54.6,137,56.1,159.1,80.9
SA320504,Statistical Area Level 3 (SA3),Latrobe Valley,2019,Persons,794,"75,874",1046.5,723.6,1.36,302,38,329.4,"4,390",63.1,142,51.8,155.2,80.1
SA320504,Statistical Area Level 3 (SA3),Latrobe Valley,2020,Persons,751,"76,429",982.6,665.4,1.35,317,42.2,327.1,"4,416",63.1,163,51.4,176.4,78.5
SA320504,Statistical Area Level 3 (SA3),Latrobe Valley,2021,Persons,750,"76,937",974.8,648.9,1.28,279,37.2,291.9,"4,368",62.2,136,48.7,145.2,80.1
SA320505,Statistical Area Level 3 (SA3),Wellington,2017,Persons,423,"43,755",966.7,668.5,1.26,148,35,269.6,"2,173",54,90,58.1,164.5,82.2
SA320505,Statistical Area Level 3 (SA3),Wellington,2018,Persons,380,"44,092",861.8,589.5,1.16,118,31.1,207.3,"1,690",41.7,66,54.1,125.8,81.7
SA320505,Statistical Area Level 3 (SA3),Wellington,2019,Persons,406,"44,517",912,623.8,1.17,148,36.5,257.7,"2,247",55,69,50.4,128,80.3
SA320505,Statistical Area Level 3 (SA3),Wellington,2020,Persons,400,"44,921",890.5,583.9,1.19,140,35,222.6,"1,765",43,67,47.9,116.1,80.5
SA320505,Statistical Area Level 3 (SA3),Wellington,2021,Persons,429,"45,341",946.2,612.2,1.21,154,35.9,240.7,"1,964",47.5,78,50.6,122.3,80.7
SA320601,Statistical Area Level 3 (SA3),Brunswick - Coburg,2017,Persons,469,"93,043",504.1,465.6,0.88,133,28.4,174.3,"2,143",24.5,74,53.6,93.9,84.7
